N_RAM_RAIDS,RAM_RAIDS,CASH_TRAPPING,VANDALISM,FRAUD_ATTACK,FREGUESIA,MANUAL_ATK,NUMBER,N_CARD_TRAPPING,BURGLARY,N_CASH_TRAPPING,PERSONA2,EVENT_DATE,UNP_RATE,CARD_TRAPPING,N_LOG_ISOLATED,PHYS_ATTACK,N_PHYS_ATTACK,RECOVERED,N_UNP_RATE,GROSS_LOSS,COORD_Y,COORD_X,FREQ_ATTACK,N_LOGIC_ATK,RECOV_AMOUNT,N_FRAUD_ATTACK,N_TRANS_REVER,LOGIC_ATK,N_ATTACK_L1,DETEC_DATE,MWay_Dist,CARD_SKIMMING,PROB_ATTACKED,TRANS_REVER,EXPLO_GAS,LOG_ISOLATED,YEAR_ACOUNT,AGE,ACCOUNT_DATE,N_DENSITY,N_BURGLARY,PERSONA1,N_ATTACK_L2,N_CARD_SKIMMING,DENSITY,WITHIN1000,N_COM_DENS,INCOME,COM_DENS,INDIRECT_LOSS,LOG_NETWORK,ATM_ID,N_AGE,N_MANUAL_ATK,N_INCOME,BANK,N_EXPLO_GAS,N_ATTACK_L0,N_VANDALISM,PARISH,WITHIN500,N_FREQ_ATTACK,N_IMPLEM_TYPE,NET_LOSS,RECOV_DATE,Police_Dis,ADDRESS,ATTACK_DURATION,SUCCESS_ATTACK,N_LOG_NETWORK
0,0,0,0,0,Alvalade,0,0,0,0,0,,,3,0,0,0,0,,1,,38.74538,-9.14756,0,0,,0,0,0,,,1522.43,0,1.1788127101708759e-277,0,0,0,,38,,2,0,,,0,15.21,1000,2,64,9,,0,ST75,2,0,6,BANCO SANTANDER TOTTA,0,,0,7,500,0,,,,478.51,"Estacao De Entrecampos, Lisbon",,,0
0,0,0,0,0,Campolide,0,2,0,0,0,,,16,0,0,0,0,,4,,38.72831,-9.15818,0,0,,0,0,0,,,1449.83,0,9.1284114537770332e-259,0,0,0,,47,,2,0,,,0,13.64,1000,2,40,18,,0,ST76,3,0,4,BANCO SANTANDER TOTTA,0,,0,15,500,0,,,,466.41,"Rua Rodrigo Da Fonseca 143, Lisbon",,,0
0,0,0,0,0,Benfica,0,1,0,0,0,,,10,0,0,0,0,,3,,38.75157,-9.20353,0,0,,0,0,0,,,790.51,0,1.0,0,0,0,,39,,3,0,,,0,22.69,1000,2,34,18,,0,ST77,2,0,3,BANCO SANTANDER TOTTA,0,,0,21,0,0,,,,756.23,"Estrada Benfica 672, Lisbon",,,0
0,0,0,0,0,Campo de Ourique,0,0,0,0,0,,,2,0,0,0,0,,1,,38.72362,-9.16444,0,0,,0,0,0,,,765.84,0,1.0,0,0,0,,45,,2,0,,,0,7.96,1000,5,64,65,,0,ST70,3,0,6,BANCO SANTANDER TOTTA,0,,0,18,0,0,,,,831.46,"Avenida Engenheiro Duarte Pacheco, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,2,0,0,0,,,18,0,0,0,0,,4,,38.71412,-9.13821,0,0,,0,0,0,,,3178.64,0,0.0,0,0,0,,57,,1,0,,,0,2.34,1000,5,28,65,,0,ST71,5,0,2,BANCO SANTANDER TOTTA,0,,0,17,500,0,,,,187.41,"Praca Figueira 5 C, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,1,0,0,0,,,7,0,0,0,0,,2,,38.74199,-9.14727,0,0,,0,0,0,,,1559.49,0,1.8535336482515976e-212,0,0,0,,42,,2,0,,,0,6.51,1000,4,52,28,,0,ST72,3,0,5,BANCO SANTANDER TOTTA,0,,0,8,500,0,,,,637.19,"Avenida Da Republica 81, Lisbon",,,0
0,0,0,0,0,Marvila,0,2,0,0,0,,,19,0,0,0,0,,5,,38.74674,-9.10018,0,0,,0,0,0,,,3136.70,0,0.0,0,0,0,,52,,3,0,,,0,17.78,0,2,32,9,,0,ST73,4,0,3,BANCO SANTANDER TOTTA,0,,0,1,0,0,,,,1053.92,"Rua Fernando Palha 69, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,1,0,0,0,,,13,0,0,0,0,,3,,38.71599,-9.14126,0,0,,0,0,0,,,2866.51,0,0.0,0,0,0,,45,,1,0,,,0,1.33,1000,4,42,28,,0,SI33,3,0,4,SOCIEDADE INTERBANCARIA,0,,0,22,500,0,,,,154.31,"Praca Restauradores 58, Lisbon",,,0
0,0,0,0,0,Estrela,0,1,0,0,0,,,13,0,0,0,0,,3,,38.70865,-9.15727,0,0,,0,0,0,,,1786.06,0,0.0,0,0,0,,48,,2,0,,,0,10.08,1000,2,38,18,,0,ST79,3,0,3,BANCO SANTANDER TOTTA,0,,0,16,500,0,,,,291.41,"Rua Das Trinas 49, Lisbon",,,0
0,0,0,0,0,Santo AntMnio,0,0,0,0,0,,,5,0,0,0,0,,2,,38.72122,-9.15073,0,0,,0,0,0,,,1954.42,0,0.0,0,0,0,,47,,2,0,,,0,9.22,1000,2,52,18,,0,BPI99,3,0,5,BANCO BPI S.A.,0,,0,18,500,0,,,,378.97,"Rua Rosa Araujo 24, Lisbon",,,0
0,0,0,0,0,Lumiar,0,1,0,0,0,,,8,0,0,0,0,,2,,38.77276,-9.16151,0,0,,0,0,0,,,1587.51,0,2.5569437983133604e-81,0,0,0,,27,,3,0,,,0,19.64,1000,2,52,18,,0,BPI98,1,0,5,BANCO BPI S.A.,0,,0,5,0,0,,,,925.03,"Alameda Das Linhas De Torres 255, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,1,0,0,0,,,13,0,0,0,0,,3,,38.73204,-9.1521,0,0,,0,0,0,,,1748.90,0,0.0,0,0,0,,50,,1,0,,,0,4.83,1000,2,38,18,,0,NB91,4,0,3,NOVO BANCO,0,,0,15,0,0,,,,448.74,"Avenida Antonio Augusto De Aguiar Cave 4, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,0,0,0,0,,,2,0,0,0,0,,1,,38.74072,-9.13712,0,0,,0,0,0,,,2453.21,0,0.0,0,0,0,,40,,2,0,,,0,14.00,1000,4,66,28,,0,NB90,2,0,6,NOVO BANCO,0,,0,8,0,0,,,,623.37,"Praca Londres 2 B, Lisbon",,,0
0,0,0,0,0,Santo Antanio,0,1,0,0,0,,,11,0,0,0,0,,3,,38.71958,-9.14358,0,0,,0,0,0,,,2591.75,0,0.0,0,0,0,,51,,1,0,,,0,2.74,1000,2,54,18,,0,MG97,4,0,5,MONTEPIO GERAL,0,,0,22,500,0,,,,420.48,"Rua De Sao Jose 131, Lisbon",,,0
0,0,0,0,0,Alvalade,0,1,0,0,0,,,8,0,0,0,0,,2,,38.74693,-9.14039,0,0,,0,0,0,,,1781.62,0,5.838941597958487e-292,0,0,0,,42,,4,0,,,0,27.84,1000,4,44,37,,0,MG96,3,0,4,MONTEPIO GERAL,0,,0,7,500,0,,,,626.54,"Avenida De Roma 42a, Lisbon",,,0
0,0,0,0,0,Arroios,0,2,0,0,0,,,18,0,0,0,0,,4,,38.73284,-9.13054,0,0,,0,0,0,,,3247.67,0,0.0,0,0,0,,49,,4,0,,,0,30.97,1000,4,40,28,,0,MG95,4,0,4,MONTEPIO GERAL,0,,0,19,500,0,,,,519.95,"Rua Morais Soares 80-A, Lisbon",,,0
0,0,0,0,0,Belrm,0,2,0,0,0,,,18,0,0,0,0,,4,,38.70614,-9.21876,0,0,,0,0,0,,,352.77,0,2.3266790029097731e-19,0,0,0,,52,,1,0,,,0,0.05,1000,2,40,9,,0,MG94,4,0,4,MONTEPIO GERAL,0,,0,2,500,0,,,,202.13,"Estrada Forte Do Alto Duque, Lisbon",,,0
0,0,0,0,0,Penha de Franea,0,2,0,0,0,,,18,0,0,0,0,,4,,38.72768,-9.12557,0,0,,0,0,0,,,3884.40,0,0.0,0,0,0,,48,,3,0,,,0,25.50,1000,2,28,18,,0,MG100,3,0,2,MONTEPIO GERAL,0,,0,19,500,0,,,,162.38,"Avenida Coronel Eduardo Galhardo 3G, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,1,0,0,0,,,13,0,0,0,0,,3,,38.71207,-9.13966,0,0,,0,0,0,,,3135.47,0,0.0,0,0,0,,61,,1,0,,,0,2.83,1000,5,46,84,,0,MG92,5,0,4,MONTEPIO GERAL,0,,0,17,500,0,,,,294.58,"Rua Carmo, Lisbon",,,0
0,0,0,0,0,Arroios,0,1,0,0,0,,,9,0,0,0,0,,2,,38.72225,-9.13934,0,0,,0,0,0,,,2939.66,0,0.0,0,0,0,,47,,1,0,,,0,1.51,1000,2,56,9,,0,MG66,3,0,5,MONTEPIO GERAL,0,,0,22,0,0,,,,365.22,"Avenida Engenheiro Duarte Pacheco Piso 1, Lisbon",,,0
0,0,0,0,0,Santo Antnnio,0,0,0,0,0,,,2,0,0,0,0,,1,,38.72135,-9.14503,0,0,,0,0,0,,,2448.22,0,0.0,0,0,0,,45,,1,0,,,0,4.16,1000,2,60,18,,0,CP86,3,0,6,BANCO COMERCIAL PORTUGUES,0,,0,18,0,0,,,,486.13,"Rua Rodrigues Sampaio 18 a, Lisbon",,,0
0,0,0,0,0,Santo Antnnio,0,0,0,0,0,,,3,0,0,0,0,,1,,38.72086,-9.14464,0,0,,0,0,0,,,2485.60,0,0.0,0,0,0,,53,,1,0,,,0,2.74,1000,2,70,18,,0,MG64,4,0,6,MONTEPIO GERAL,0,,0,18,0,0,,,,548.93,"Rua Manuel Jesus Coelho 1, Lisbon",,,0
0,0,0,0,0,Lumiar,0,1,0,0,0,,,12,0,0,0,0,,3,,38.76465,-9.15675,0,0,,0,0,0,,,724.34,0,1.0,0,0,0,,28,,2,0,,,0,6.80,1000,2,42,9,,0,MG65,1,0,4,MONTEPIO GERAL,0,,0,5,0,0,,,,666.72,"Alameda Das Linhas De Torres 94 a, Lisbon",,,0
0,0,0,0,0,Alcgntara,0,2,0,0,0,,,13,0,0,0,0,,3,,38.70539,-9.17116,0,0,,0,0,0,,,702.49,0,1.0,0,0,0,,49,,2,0,,,0,9.12,1000,2,38,9,,0,MG62,4,0,3,MONTEPIO GERAL,0,,0,16,500,0,,,,571.10,"Rua Prior Crato 1, Lisbon",,,0
0,0,0,0,0,Lumiar,0,1,0,0,0,,,8,0,0,0,0,,2,,38.76881,-9.16817,0,0,,0,0,0,,,1299.22,0,4.0726472064720535e-74,0,0,0,,25,,2,0,,,0,13.32,1000,2,46,9,,0,BPI93,1,0,4,BANCO BPI S.A.,0,,0,5,0,0,,,,742.19,"Rua Frederico George, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,1,0,0,0,,,13,0,0,0,0,,3,,38.73865,-9.16332,0,0,,0,0,0,,,625.41,0,1.0,0,0,0,,48,,3,0,,,0,19.68,1000,2,44,9,,0,BPI100,3,0,4,BANCO BPI S.A.,0,,0,15,500,0,,,,551.69,"Avenida Columbano Bordalo Pinheiro 74, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,2,0,0,0,,,13,0,0,0,0,,3,,38.73498,-9.14416,0,0,,0,0,0,,,2077.06,0,0.0,0,0,0,,50,,1,0,,,0,3.63,1000,2,42,18,,0,MG61,4,0,4,MONTEPIO GERAL,0,,0,22,500,0,,,,289.26,"Avenida Duque De avila 79 a, Lisbon",,,0
0,0,0,0,0,Campo de Ourique,0,0,0,0,0,,,2,0,0,0,0,,1,,38.72362,-9.16444,0,0,,0,0,0,,,765.84,0,1.0,0,0,0,,45,,2,0,,,0,7.96,1000,5,64,65,,0,SI26,3,0,6,SOCIEDADE INTERBANCARIA,0,,0,18,0,0,,,,831.46,"Avenida Engenheiro Duarte Pacheco, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,1,0,0,0,,,13,0,0,0,0,,3,,38.70972,-9.13545,0,0,,0,0,0,,,3573.93,0,0.0,0,0,0,,61,,1,0,,,0,3.94,1000,4,34,37,,0,MG90,5,0,3,MONTEPIO GERAL,0,,0,17,500,0,,,,246.39,"Rua Fanqueiros 58, Lisbon",,,0
0,0,0,0,0,Arroios,0,1,0,0,0,,,9,0,0,0,0,,2,,38.72225,-9.13934,0,0,,0,0,0,,,2939.66,0,0.0,0,0,0,,47,,1,0,,,0,1.51,1000,2,56,9,,0,MG68,3,0,5,MONTEPIO GERAL,0,,0,22,0,0,,,,365.22,"Estrada Militar Lote, Lisbon",,,0
0,0,0,0,0,Campolide,0,2,0,0,0,,,14,0,0,0,0,,4,,38.73318,-9.15268,0,0,,0,0,0,,,1620.00,0,9.8813129168249309e-324,0,0,0,,50,,2,0,,,0,6.36,1000,2,48,18,,0,MG69,4,0,5,MONTEPIO GERAL,0,,0,15,0,0,,,,449.80,"Avenida Antonio Augusto De Aguiar 122, Lisbon",,,0
0,0,0,0,0,Lumiar,0,1,0,0,0,,,12,0,0,0,0,,3,,38.76674,-9.159,0,0,,0,0,0,,,912.72,0,1.0,0,0,0,,27,,4,0,,,0,29.92,1000,2,50,18,,0,IF01,1,0,5,BANCO INTERNACIONAL DO FUNCHAL,0,,0,5,0,0,,,,682.19,"Avenida Rainha Dona Amelia 14 A/b, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,1,0,0,0,,,8,0,0,0,0,,2,,38.7338,-9.14569,0,0,,0,0,0,,,2033.00,0,0.0,0,0,0,,48,,1,0,,,0,5.68,1000,4,54,28,,0,NB29,3,0,5,NOVO BANCO,0,,0,22,500,0,,,,466.86,"Praca Duque De Saldanha 32, Lisbon",,,0
0,0,0,0,0,Carnide,0,1,0,0,0,,,13,0,0,0,0,,3,,38.76393,-9.18077,0,0,,0,0,0,,,1027.52,0,5.9882359592541407e-204,0,0,0,,34,,3,0,,,0,20.10,1000,2,34,9,,0,IF03,2,0,3,BANCO INTERNACIONAL DO FUNCHAL,0,,0,5,500,0,,,,288.46,"Rua Padre Americo 32 B, Lisbon",,,0
0,0,0,0,0,Campo de Ourique,0,1,0,0,0,,,10,0,0,0,0,,3,,38.71658,-9.16706,0,0,,0,0,0,,,847.29,0,6.449336821250597e-201,0,0,0,,27,,3,0,,,0,24.52,1000,4,42,37,,0,MG93,1,0,4,MONTEPIO GERAL,0,,0,3,500,0,,,,169.95,"Rua Coelho Da Rocha 108, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,2,0,0,0,,,18,0,0,0,0,,4,,38.74001,-9.14785,0,0,,0,0,0,,,1559.44,0,1.6609748253811461e-269,0,0,0,,53,,2,0,,,0,6.54,1000,2,34,18,,0,IF02,4,0,3,BANCO INTERNACIONAL DO FUNCHAL,0,,0,15,0,0,,,,520.26,"Avenida Barbosa Du Bocage 85, Lisbon",,,0
0,0,0,0,0,Lumiar,0,1,0,0,0,,,8,0,0,0,0,,2,,38.77486,-9.15242,0,0,,0,0,0,,,1492.28,0,0.0,0,0,0,,31,,2,0,,,0,9.91,1000,2,54,9,,0,CP29,1,0,5,BANCO COMERCIAL PORTUGUES,0,,0,5,500,0,,,,341.96,"Rua Helena Vaz Da Silva Lote 3.5, Lisbon",,,0
0,0,0,0,0,Lumiar,0,3,0,0,0,,,19,0,0,0,0,,5,,38.7738,-9.15839,0,0,,0,0,0,,,1618.68,0,4.9521985075827896e-229,0,0,0,,33,,1,0,,,0,0.63,1000,2,22,9,,0,CP28,2,0,1,BANCO COMERCIAL PORTUGUES,0,,0,9,0,0,,,,644.77,"Estrada Da Torre 28, Lisbon",,,0
0,0,0,0,0,Marvila,0,2,0,0,0,,,18,0,0,0,0,,4,,38.74579,-9.10438,0,0,,0,0,0,,,2915.14,0,0.0,0,0,0,,55,,1,0,,,0,0.00,1000,2,36,9,,0,CP27,4,0,3,BANCO COMERCIAL PORTUGUES,0,,0,1,0,0,,,,705.79,"Avenida Infante Dom Henrique, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,1,0,0,0,,,13,0,0,0,0,,3,,38.7396,-9.15367,0,0,,0,0,0,,,1105.76,0,1.1959161418662057e-226,0,0,0,,52,,2,0,,,0,8.14,1000,2,42,18,,0,CP26,4,0,4,BANCO COMERCIAL PORTUGUES,0,,0,15,500,0,,,,295.90,"Rua Beneficencia 8, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,2,0,0,0,,,18,0,0,0,0,,4,,38.70809,-9.13289,0,0,,0,0,0,,,3851.07,0,0.0,0,0,0,,55,,1,0,,,0,0.03,1000,2,24,18,,0,CP25,4,0,2,BANCO COMERCIAL PORTUGUES,0,,0,17,500,0,,,,433.29,"Terreiro Paco, Lisbon",,,0
0,0,0,0,0,Lumiar,0,1,0,0,0,,,11,0,0,0,0,,3,,38.76112,-9.16956,0,0,,0,0,0,,,459.17,0,1.0,0,0,0,,26,,3,0,,,0,23.30,1000,2,48,9,,0,CP24,1,0,5,BANCO COMERCIAL PORTUGUES,0,,0,5,0,0,,,,442.73,"Rua Professor Dias Amado 1 a, Lisbon",,,0
0,0,0,0,1,Campolide,1,1,0,0,0,5,02-Oct-2013 12:00,9,0,0,0,0,0,2,19550,38.74335,-9.17461,1,0,0,1,0,0,0101,22-Nov-2013 11:00,754.87,1,1.0,0,0,0,2014,27,30-Dec-2013 11:00,4,0,2,010101,1,28.48,0,2,44,18,600,0,CP23,1,1,4,BANCO COMERCIAL PORTUGUES,0,1,0,11,0,1,4,20150,,1071.96,"Rua Padre Francisco Alvares 1a, Lisbon",96,1,0
0,0,0,0,0,Carnide,0,1,0,0,0,,,7,0,0,0,0,,2,,38.75002,-9.18017,0,0,,0,0,0,,,676.24,0,1.0,0,0,0,,30,,1,0,,,0,4.04,0,2,60,18,,0,CP22,1,0,6,BANCO COMERCIAL PORTUGUES,0,,0,11,0,0,,,,851.82,"Avenida Lusiada, Lisbon",,,0
0,0,0,0,0,Parque das Na,0,0,0,0,0,,,2,0,0,0,0,,1,,38.7708,-9.09772,0,0,,0,0,0,,,1843.72,0,0.0,0,0,0,,43,,2,0,,,0,7.80,1000,2,72,9,,0,CP20,3,0,6,BANCO COMERCIAL PORTUGUES,0,,0,13,500,0,,,,458.51,"Avenida Dom Joao Ii LJ G223, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,2,0,0,0,,,18,0,0,0,0,,4,,38.74033,-9.14834,0,0,,0,0,0,,,1508.44,0,1.9721934468134059e-225,0,0,0,,53,,2,0,,,0,6.56,1000,2,34,18,,0,SI29,4,0,3,SOCIEDADE INTERBANCARIA,0,,0,15,0,0,,,,575.48,"Avenida 5 De Outubro 158a, Lisbon",,,0
0,0,0,0,0,Arroios,0,1,0,0,0,,,8,0,0,0,0,,2,,38.7317,-9.13414,0,0,,0,0,0,,,3017.11,0,0.0,0,0,0,,50,,4,0,,,0,28.91,1000,5,58,47,,0,IF07,4,0,6,BANCO INTERNACIONAL DO FUNCHAL,0,,0,22,500,0,,,,193.34,"Avenida Almirante Reis 114, Lisbon",,,0
0,0,0,0,0,Campo de Ourique,0,1,0,0,0,,,5,0,0,0,0,,2,,38.72274,-9.16128,0,0,,0,0,0,,,1031.53,0,1.5617292199379096e-81,0,0,0,,55,,1,0,,,0,1.95,1000,5,60,65,,0,IF06,4,0,6,BANCO INTERNACIONAL DO FUNCHAL,0,,0,18,0,0,,,,541.96,"Rua Carlos Alberto Da Mota Pinto, Lisbon",,,0
0,0,0,0,0,Santo AntMnio,0,0,0,0,0,,,2,0,0,0,0,,1,,38.72241,-9.15098,0,0,,0,0,0,,,1927.18,0,0.0,0,0,0,,46,,1,0,,,0,1.24,1000,2,62,18,,0,IF09,3,0,6,BANCO INTERNACIONAL DO FUNCHAL,0,,0,18,500,0,,,,260.56,"Rua Castilho 32, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,2,0,0,0,,,16,0,0,0,0,,4,,38.73608,-9.14979,0,0,,0,0,0,,,1595.85,0,1.6354761611815305e-234,0,0,0,,48,,2,0,,,0,13.62,1000,4,28,28,,0,IF08,3,0,2,BANCO INTERNACIONAL DO FUNCHAL,0,,0,15,0,0,,,,617.26,"Avenida Conde Valbom 1, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,0,0,0,0,,,2,0,0,0,0,,1,,38.74232,-9.1409,0,0,,0,0,0,,,2104.77,0,0.0,0,0,0,,39,,3,0,,,0,16.20,1000,4,70,37,,0,CGD22,2,0,6,CAIXA GERAL DE DEPOSITOS,0,,0,8,500,0,,,,574.23,"Avenida Joao Xxi 63, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,2,0,0,0,,,17,0,0,0,0,,4,,38.7169,-9.13664,0,0,,0,0,0,,,3235.68,0,0.0,0,0,0,,63,,1,0,,,0,2.88,1000,5,26,56,,0,ST81,5,0,2,BANCO SANTANDER TOTTA,0,,0,17,500,0,,,,143.79,"Rua Jose Antonio Serrano, Lisbon",,,0
0,0,0,0,0,Areeiro,0,1,0,0,0,,,5,0,0,0,0,,2,,38.74092,-9.1243,0,0,,0,0,0,,,2503.94,0,0.0,0,0,0,,42,,3,0,,,0,21.99,1000,2,66,9,,0,CP92,3,0,6,BANCO COMERCIAL PORTUGUES,0,,0,8,500,0,,,,211.21,"Avenida Engenheiro Arantes E Oliveira, Lisbon",,,0
0,0,0,0,1,Avenidas Novas,1,2,1,0,0,,15-Sep-2010 11:30,13,1,0,0,0,0,3,900,38.74414,-9.15928,1,0,0,1,0,0,0101,15-Sep-2010 11:45,497.08,0,1.0,0,0,0,2014,53,31-Oct-2010 00:00,3,0,4,010102,0,19.17,1000,2,34,9,0,0,CP93,4,1,3,BANCO COMERCIAL PORTUGUES,0,1,0,15,500,1,1,900,,601.36,"Rua Soeiro Pereira Gomes Lote 2, Lisbon",,1,0
0,0,0,0,0,Santa Maria Maior,0,1,0,0,0,,,13,0,0,0,0,,3,,38.71207,-9.13966,0,0,,0,0,0,,,3135.47,0,0.0,0,0,0,,61,,1,0,,,0,2.83,1000,5,46,84,,0,CP90,5,0,4,BANCO COMERCIAL PORTUGUES,0,,0,17,500,0,,,,294.58,"Rua Carmo, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,2,0,0,0,,,18,0,0,0,0,,4,,38.71494,-9.13722,0,0,,0,0,0,,,3236.08,0,0.0,0,0,0,,57,,1,0,,,0,0.44,1000,5,28,65,,0,CP91,5,0,2,BANCO COMERCIAL PORTUGUES,0,,0,17,500,0,,,,207.79,"Rua Palma 2 B, Lisbon",,,0
0,0,0,0,0,Alcgntara,0,1,0,0,0,,,13,0,0,0,0,,3,,38.70352,-9.17884,0,0,,0,0,0,,,614.49,0,4.6334230211563782e-144,0,0,0,,33,,1,0,,,0,1.06,1000,2,40,18,,0,CP96,2,0,4,BANCO COMERCIAL PORTUGUES,0,,0,10,500,0,,,,127.44,"Rua Rodrigues De Faria 103, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,2,0,0,0,,,16,0,0,0,0,,4,,38.71082,-9.14101,0,0,,0,0,0,,,3082.74,0,0.0,0,0,0,,59,,1,0,,,0,4.98,1000,5,44,75,,0,CP97,5,0,4,BANCO COMERCIAL PORTUGUES,0,,0,17,500,0,,,,130.27,"Rua Garrett 66, Lisbon",,,0
0,0,0,0,0,Carnide,0,1,0,0,0,,,9,0,0,0,0,,2,,38.76897,-9.17453,0,0,,0,0,0,,,1284.40,0,8.5856947779513781e-110,0,0,0,,27,,1,0,,,0,0.04,1000,2,44,9,,0,CP94,1,0,4,BANCO COMERCIAL PORTUGUES,0,,0,5,0,0,,,,659.39,"Azinhaga Ulmeiros S/N, Lisbon",,,0
0,0,0,0,0,Parque das Na,0,0,0,0,0,,,2,0,0,0,0,,1,,38.7708,-9.09772,0,0,,0,0,0,,,1843.72,0,0.0,0,0,0,,43,,2,0,,,0,7.80,1000,2,72,9,,0,CP95,3,0,6,BANCO COMERCIAL PORTUGUES,0,,0,13,500,0,,,,458.51,"Avenida Dom Joao Ii, Lisbon",,,0
0,0,0,0,0,Carnide,0,1,0,0,0,,,7,0,0,0,0,,2,,38.75002,-9.18017,0,0,,0,0,0,,,676.24,0,1.0,0,0,0,,30,,1,0,,,0,4.04,0,2,60,18,,0,CP98,1,0,6,BANCO COMERCIAL PORTUGUES,0,,0,11,0,0,,,,851.82,"Avenida Lusiada LJ 2084a, Lisbon",,,0
0,0,0,0,0,Alvalade,0,1,0,0,0,,,7,0,0,0,0,,2,,38.74785,-9.13998,0,0,,0,0,0,,,1699.47,0,2.6953218400411292e-268,0,0,0,,45,,4,0,,,0,37.96,1000,4,56,28,,0,CP99,3,0,5,BANCO COMERCIAL PORTUGUES,0,,0,7,0,0,,,,618.07,"Rua Conde De Sabugosa, Lisbon",,,0
0,0,0,0,0,Areeiro,0,0,0,0,0,,,5,0,0,0,0,,2,,38.73764,-9.1334,0,0,,0,0,0,,,2840.22,0,0.0,0,0,0,,42,,3,0,,,0,17.33,1000,2,50,18,,0,ST82,3,0,5,BANCO SANTANDER TOTTA,0,,0,8,0,0,,,,664.48,"Alameda Dom Afonso Henriques 66, Lisbon",,,0
0,0,0,0,0,Alcgntara,0,1,0,0,0,,,15,0,0,0,0,,4,,38.70274,-9.18141,0,0,,0,0,0,,,762.16,0,3.2740492122281916e-77,0,0,0,,30,,3,0,,,0,25.64,1000,2,44,18,,0,ST83,1,0,4,BANCO SANTANDER TOTTA,0,,0,10,500,0,,,,364.78,"Rua Luis De Camoes 35, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,2,0,0,0,,,16,0,0,0,0,,4,,38.71177,-9.13801,0,0,,0,0,0,,,3281.18,0,0.0,0,0,0,,62,,2,0,,,0,9.65,1000,5,36,84,,0,MG39,5,0,3,MONTEPIO GERAL,0,,0,17,500,0,,,,353.58,"Rua Augusta 206-214, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,0,0,0,0,,,4,0,0,0,0,,1,,38.73807,-9.14043,0,0,,0,0,0,,,2239.48,0,0.0,0,0,0,,38,,1,0,,,0,1.43,1000,2,62,9,,0,CGD09,2,0,6,CAIXA GERAL DE DEPOSITOS,0,,0,8,500,0,,,,226.96,"Avenida Antonio Jose De Almeida S/N, Lisbon",,,0
0,0,0,0,0,Suo Vicente,0,2,0,0,0,,,16,0,0,0,0,,4,,38.72871,-9.10925,0,0,,0,0,0,,,4207.08,0,0.0,0,0,0,,51,,1,0,,,0,3.11,0,2,28,9,,0,CGD08,4,0,2,CAIXA GERAL DE DEPOSITOS,0,,0,12,0,0,,,,1551.37,"Calcada Dom Gastao 21-23, Lisbon",,,0
0,0,0,0,1,Avenidas Novas,1,2,0,0,0,,25-Jul-2011 16:30,17,0,0,0,0,0,4,6100,38.7459,-9.15995,1,0,0,1,0,0,0101,28-Jul-2011 16:00,480.91,1,1.0,0,0,0,2014,52,30-Oct-2011 12:00,1,0,2,010101,1,0.00,1000,2,36,9,0,0,CGD03,4,1,3,CAIXA GERAL DE DEPOSITOS,0,1,0,15,500,1,4,6100,,805.09,"Avenida Das Forcas Armadas, Lisbon",10,1,0
0,0,0,0,0,Campolide,2,1,0,1,0,,25-Feb-2010 23:10,8,0,0,2,1,1,2,12000,38.74623,-9.16982,2,0,12000,0,0,0,0102,26-Feb-2010 07:30,479.89,0,1.0,0,1,0,2014,27,31-Mar-2010 00:00,1,1,4,010201,0,0.12,1000,2,60,9,0,0,CGD02,1,1,6,CAIXA GERAL DE DEPOSITOS,1,1,0,11,0,1,4,0,31-Jul-2010 00:00,1367.56,"Estrada Laranjeiras 233, Lisbon",0.05,1,0
0,0,0,0,0,Avenidas Novas,0,1,0,0,0,,,7,0,0,0,0,,2,,38.73971,-9.13677,0,0,,0,0,0,,,2502.84,0,0.0,0,0,0,,38,,2,0,,,0,14.18,1000,2,48,18,,0,CGD01,2,0,5,CAIXA GERAL DE DEPOSITOS,0,,0,8,0,0,,,,591.34,"Praca Londres 1, Lisbon",,,0
